id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
269,10.0,0.42,0.6,2.3,0.078,5.0,27.0,0.9978,3.41,0.66,9.8,5.0
270,8.2,0.78,0.32,1.9,0.084,16.0,72.0,0.99668,3.34,0.66,12.4,7.0
271,8.8,0.645,0.26,2.4,0.076,4.0,15.0,0.99668,3.33,0.6,9.5,5.0
272,6.9,0.42,0.46,2.0,0.068,18.0,34.0,0.99258,3.33,0.63,11.8,5.0
273,7.2,0.54,0.06,2.3,0.062,29.0,53.0,0.99672,3.54,0.54,10.0,5.0
274,5.6,0.43,0.0,2.4,0.085,21.0,54.0,0.9976,3.38,0.73,10.0,5.0
275,9.9,0.56,0.66,1.9,0.086,17.0,27.0,0.998,3.29,0.52,9.4,6.0
276,7.8,0.54,0.22,2.3,0.073,6.0,28.0,0.99774,3.27,0.52,9.2,5.0
277,7.9,0.66,0.01,1.9,0.0819999999999999,19.0,67.0,0.99735,3.19,0.74,9.2,5.0
278,8.7,0.48,0.14,1.9,0.078,21.0,58.0,0.99656,3.31,0.48,9.8,6.0
279,8.0,0.58,0.4,2.1,0.074,5.0,13.0,0.9988,3.21,0.61,9.5,5.0
280,8.2,0.31,0.48,2.5,0.095,21.0,48.0,0.9988,3.26,0.68,9.7,5.0
281,6.8,0.51,0.02,1.8,0.08,5.0,14.0,0.99397,3.53,0.58,11.4,4.0
282,8.1,0.5,0.3,2.5,0.074,6.0,16.0,0.99668,3.34,0.48,9.7,5.0
283,10.4,0.33,0.51,2.1,0.078,12.0,47.0,0.99408,3.15,0.61,9.9,5.0
284,9.6,0.51,0.24,2.1,0.0611,19.0,41.0,0.99694,3.19,0.76,12.6,6.0
285,6.6,0.58,0.0,1.8,0.068,23.0,85.0,0.9968,3.48,0.56,9.5,5.0
286,9.3,0.54,0.24,1.9,0.0819999999999999,6.0,15.0,0.99388,3.26,0.54,12.0,7.0
287,12.4,0.35,0.49,2.0,0.093,23.0,73.0,1.0002,3.3,0.52,10.9,6.0
288,7.6,0.5,0.02,1.9,0.078,6.0,21.0,0.9955,3.44,0.77,9.95,5.0
289,7.8,0.49,0.14,2.0,0.077,18.0,26.0,0.9962,3.39,0.52,10.7,5.0
290,7.6,0.26,0.49,2.4,0.08,16.0,86.0,0.995,3.15,0.48,10.0,6.0
291,7.4,0.46,0.25,1.8,0.079,10.0,47.0,0.99616,3.41,0.52,9.4,5.0
292,6.9,0.74,0.0,2.0,0.069,15.0,23.0,0.99685,3.2,0.51,9.3,5.0
293,8.0,0.63,0.29,3.0,0.076,7.0,15.0,0.99533,3.47,0.64,9.7,6.0
294,6.7,0.37,0.36,1.8,0.075,7.0,21.0,0.9981,3.43,0.56,10.6,4.0
295,7.1,0.51,0.0,2.0,0.072,9.0,86.0,0.99652,3.45,0.65,9.2,5.0
296,6.8,0.735,0.03,2.4,0.073,11.0,88.0,0.9957,3.56,0.54,9.3,8.0
297,10.0,0.34,0.47,1.7,0.078,5.0,13.0,0.9988,3.19,0.64,9.5,3.0
298,11.9,0.36,0.4,2.0,0.083,11.0,44.0,0.9982,3.29,0.64,9.8,6.0
299,7.7,0.725,0.0,2.6,0.099,5.0,26.0,0.99354,3.39,0.64,11.0,4.0
300,7.1,0.52,0.28,1.8,0.07,26.0,42.0,0.996,3.3,0.63,11.4,6.0
301,7.0,0.69,0.0,2.5,0.084,12.0,47.0,0.9988,3.53,0.5,9.7,5.0
302,8.0,0.4,0.49,2.6,0.088,7.0,17.0,0.9964,3.22,0.6,10.7,6.0
303,6.8,0.62,0.07,2.1,0.072,8.0,20.0,0.9971,3.53,0.63,10.5,6.0
304,7.2,0.8,0.03,1.9,0.078,26.0,64.0,0.9987,3.38,0.54,9.4,6.0
305,7.7,0.55,0.02,2.2,0.072,29.0,57.0,0.9986,3.31,0.82,9.2,6.0
306,7.5,0.66,0.0,2.0,0.077,18.0,42.0,0.998,3.33,0.73,9.7,5.0
307,8.7,0.4,0.14,3.0,0.0819999999999999,7.0,16.0,0.9964,3.07,0.66,10.0,6.0
308,11.3,0.58,0.6,2.4,0.065,5.0,9.0,1.0004,3.38,0.93,10.4,6.0
309,6.9,0.28,0.55,1.7,0.08,15.0,24.0,0.9987,3.39,0.64,9.4,5.0
310,7.2,0.58,0.05,2.6,0.08,12.0,29.0,0.9964,3.26,0.57,9.8,5.0
311,12.5,0.66,0.66,2.6,0.071,5.0,13.0,1.00016,3.01,0.55,11.0,6.0
312,7.0,0.51,0.1,3.8,0.05,5.0,9.0,0.9958,3.35,0.83,9.3,5.0
313,7.9,0.45,0.49,2.1,0.076,24.0,48.0,0.9976,3.16,0.69,11.5,6.0
314,7.5,0.58,0.02,1.6,0.064,9.0,42.0,0.9994,3.61,0.62,9.2,6.0
315,7.1,0.62,0.0,1.9,0.081,26.0,51.0,0.99494,3.21,0.52,10.0,6.0
316,7.7,0.68,0.24,1.8,0.084,34.0,64.0,0.99655,3.43,0.58,9.5,5.0
317,11.7,0.42,0.32,1.9,0.074,11.0,60.0,0.9986,3.17,0.63,9.2,5.0
318,7.0,0.64,0.16,2.1,0.078,6.0,21.0,0.9962,3.16,0.52,9.5,5.0
319,7.9,0.52,0.02,2.6,0.073,11.0,24.0,0.99552,3.34,0.53,9.2,5.0
320,8.9,0.51,0.24,2.1,0.085,12.0,46.0,0.9988,3.3,0.54,11.2,7.0
321,10.3,0.28,0.44,2.2,0.07,5.0,20.0,0.9986,3.34,0.53,9.3,5.0
322,8.9,0.56,0.32,6.9,0.081,24.0,72.0,0.9956,3.14,0.59,10.5,6.0
323,8.3,0.54,0.3,1.9,0.073,6.0,19.0,0.9966,3.27,0.77,12.6,7.0
324,6.2,0.63,0.01,2.4,0.088,14.0,26.0,0.99552,3.5,0.53,10.4,6.0
325,7.8,0.46,0.32,2.3,0.072,13.0,49.0,0.9978,3.36,0.57,9.5,5.0
326,7.4,0.68,0.0,1.7,0.071,5.0,13.0,0.9991,3.29,0.57,9.9,8.0
327,7.4,0.58,0.07,2.1,0.079,13.0,81.0,0.9983,3.53,0.53,9.7,5.0
328,7.7,0.36,0.29,2.3,0.0579999999999999,8.0,24.0,0.99704,3.4,0.55,10.4,7.0
329,9.1,0.78,0.42,2.4,0.077,3.0,38.0,0.99478,3.15,0.6,12.4,8.0
330,7.1,0.32,0.24,2.5,0.075,17.0,98.0,0.9982,3.36,0.53,9.3,6.0
331,6.4,0.6,0.0,1.8,0.075,9.0,22.0,0.99617,3.61,0.55,10.3,6.0
332,7.0,0.545,0.0,2.4,0.0819999999999999,5.0,16.0,0.9966,3.48,0.68,9.8,6.0
333,7.8,0.56,0.01,2.5,0.071,9.0,27.0,0.99612,3.37,0.54,9.1,5.0
334,7.1,0.66,0.14,2.4,0.119,12.0,31.0,0.9959,3.36,0.54,9.4,5.0
335,8.9,0.52,0.2,2.1,0.089,5.0,12.0,0.9982,3.35,0.63,10.6,6.0
336,7.0,0.66,0.04,2.1,0.071,36.0,46.0,0.9972,3.41,0.58,10.5,7.0
337,7.6,0.56,0.0,2.2,0.084,5.0,19.0,0.9948,3.32,0.51,9.5,5.0
338,6.3,0.645,0.08,2.1,0.065,5.0,19.0,0.99636,3.25,0.56,10.0,5.0
339,8.4,0.56,0.14,2.0,0.08,16.0,28.0,0.9964,3.5,0.57,10.5,6.0
340,6.5,0.51,0.02,2.0,0.0969999999999999,6.0,12.0,0.99472,3.38,0.49,11.7,5.0
341,7.6,0.63,0.01,2.0,0.067,19.0,54.0,0.9964,3.35,0.53,9.9,5.0
342,11.6,0.52,0.49,2.2,0.077,6.0,23.0,0.9962,3.26,0.6,9.8,5.0
343,7.5,0.62,0.18,2.2,0.079,14.0,28.0,0.9984,3.48,0.6,9.9,5.0
344,11.5,0.43,0.6,4.0,0.074,5.0,14.0,0.9957,3.38,0.68,10.1,5.0
345,7.0,0.62,0.07,2.7,0.068,13.0,26.0,0.99672,3.36,0.57,11.1,6.0
346,10.4,0.3,0.49,1.9,0.071,7.0,23.0,0.9963,3.16,0.46,11.6,6.0
347,7.6,0.4,0.4,2.1,0.078,10.0,24.0,0.99258,3.19,0.6,12.0,7.0
348,7.7,0.51,0.02,1.8,0.074,23.0,99.0,0.9984,3.18,0.6,9.4,5.0
349,6.8,0.51,0.12,2.2,0.078,5.0,28.0,0.99702,3.34,0.64,9.2,6.0
350,7.3,0.27,0.33,1.8,0.077,5.0,23.0,0.9956,3.3,0.65,9.4,5.0
351,9.2,0.43,0.35,2.3,0.073,24.0,84.0,0.9974,3.31,0.56,9.5,5.0
352,9.5,0.6,0.0,2.4,0.085,28.0,54.0,0.9964,3.5,0.54,9.8,6.0
353,8.3,0.48,0.11,2.1,0.066,5.0,14.0,0.99615,3.32,0.51,11.7,5.0
354,10.2,0.52,0.44,1.9,0.0969999999999999,15.0,41.0,0.9988,3.28,0.77,9.5,4.0
355,8.0,0.55,0.05,1.9,0.08,13.0,34.0,0.9952,3.34,0.72,9.6,5.0
356,7.8,0.58,0.08,1.9,0.076,12.0,60.0,0.9956,3.27,0.58,10.3,6.0
357,8.5,0.62,0.15,2.8,0.078,12.0,47.0,0.99704,3.39,0.54,10.9,6.0
358,8.2,0.58,0.29,2.0,0.095,30.0,131.0,0.9962,3.29,0.53,9.4,5.0
359,6.7,0.65,0.02,1.9,0.093,16.0,42.0,0.99498,3.38,0.64,9.4,5.0
360,9.0,0.35,0.55,4.1,0.0969999999999999,8.0,23.0,0.9968,3.2,0.49,9.6,5.0
361,7.3,0.61,0.04,1.9,0.07,10.0,31.0,0.99498,3.22,0.7,9.5,5.0
362,6.1,0.49,0.0,2.5,0.065,9.0,41.0,0.99444,3.28,0.83,11.3,5.0
363,7.4,0.59,0.07,1.7,0.072,9.0,21.0,0.9961,3.32,0.6,9.6,5.0
364,7.7,0.66,0.09,2.0,0.0819999999999999,12.0,38.0,0.9994,3.37,0.64,10.8,6.0
365,7.2,0.54,0.0,2.1,0.084,24.0,41.0,0.99685,3.47,0.57,9.4,6.0
366,8.9,0.49,0.26,2.5,0.093,4.0,12.0,0.997,3.3,0.68,9.6,5.0
367,9.5,0.38,0.46,2.0,0.073,5.0,38.0,0.99745,3.22,0.59,9.3,5.0
368,12.5,0.5,0.66,1.8,0.068,4.0,19.0,0.9964,2.92,0.7,12.0,7.0
369,10.1,0.32,0.53,2.0,0.1,6.0,22.0,1.0014,3.2,0.69,10.9,5.0
370,8.9,0.58,0.0,2.0,0.064,22.0,49.0,0.99622,3.39,0.49,9.5,6.0
371,8.8,0.41,0.42,2.6,0.087,14.0,35.0,0.9982,3.32,0.62,9.7,4.0
372,12.8,0.43,0.48,2.4,0.102,6.0,32.0,0.9982,3.26,0.62,10.2,5.0
373,7.1,0.5,0.22,2.1,0.053,5.0,11.0,0.99656,3.39,0.71,10.8,6.0
374,7.8,0.785,0.01,1.8,0.0819999999999999,19.0,28.0,0.9966,3.28,0.49,10.8,6.0
375,7.7,0.54,0.01,2.3,0.081,16.0,37.0,0.9956,3.36,0.54,9.5,5.0
376,7.3,0.61,0.15,2.0,0.087,8.0,18.0,0.99685,3.52,0.59,9.4,6.0
377,9.9,0.32,0.44,2.3,0.08,17.0,119.0,0.99586,3.26,0.64,12.0,7.0
378,7.2,0.24,0.26,1.9,0.118,15.0,52.0,0.9946,3.35,0.64,9.7,5.0
379,9.1,0.43,0.45,1.9,0.077,6.0,16.0,0.99716,3.42,0.61,10.7,5.0
380,7.4,0.57,0.01,2.0,0.079,16.0,46.0,0.9963,3.47,0.48,9.6,3.0
381,10.1,0.28,0.49,2.1,0.09,6.0,28.0,0.9991,3.32,0.65,10.2,5.0
382,7.0,0.59,0.02,2.1,0.0819999999999999,5.0,12.0,0.9962,3.28,0.59,9.5,6.0
383,8.9,0.31,0.44,3.3,0.104,27.0,53.0,1.0004,3.16,0.69,9.6,5.0
384,9.0,0.56,0.16,2.6,0.074,32.0,141.0,0.9984,3.27,0.54,9.4,5.0
385,9.2,0.31,0.49,2.4,0.084,24.0,88.0,0.9982,3.17,0.56,9.4,5.0
386,7.2,0.31,0.34,2.0,0.078,19.0,42.0,0.99728,3.28,0.62,10.8,5.0
387,6.5,0.63,0.04,1.8,0.0579999999999999,10.0,24.0,0.99524,3.39,0.6,10.6,5.0
388,9.0,0.66,0.14,2.2,0.081,16.0,66.0,0.99392,3.27,0.62,9.2,5.0
389,8.4,0.37,0.31,2.1,0.071,21.0,33.0,0.9974,3.32,0.7,10.0,6.0
390,10.0,0.38,0.64,2.2,0.071,6.0,12.0,0.9972,3.17,0.6,10.8,6.0
391,6.8,0.55,0.14,2.4,0.086,15.0,26.0,0.99745,3.43,0.54,9.4,6.0
392,9.5,0.44,0.49,2.2,0.069,19.0,40.0,1.0002,3.31,0.57,10.3,6.0
393,7.1,0.5,0.31,1.7,0.066,12.0,20.0,0.99668,3.29,0.6,9.3,6.0
394,8.9,0.4,0.5,2.8,0.074,5.0,16.0,0.9978,3.3,0.77,11.7,6.0
395,10.1,0.5,0.48,2.4,0.081,6.0,17.0,0.995,3.32,0.71,11.5,5.0
396,7.1,0.54,0.25,2.8,0.078,17.0,91.0,0.99498,3.36,0.54,9.4,5.0
397,9.2,0.52,0.08,2.6,0.11,23.0,86.0,0.9978,3.22,0.48,9.2,6.0
398,7.3,0.46,0.1,2.3,0.076,5.0,10.0,0.9978,3.51,0.58,10.4,5.0
399,11.2,0.57,0.53,2.2,0.075,3.0,8.0,0.9996,3.4,0.62,9.4,6.0
400,10.1,0.5,0.24,2.5,0.065,6.0,29.0,0.99498,3.35,0.59,11.3,6.0
401,8.2,0.33,0.49,2.2,0.06,10.0,21.0,0.99489,3.23,0.55,9.5,5.0
402,8.8,0.46,0.2,3.3,0.0819999999999999,19.0,46.0,0.997,3.17,0.54,10.5,6.0
403,8.4,0.52,0.24,2.0,0.072,15.0,47.0,0.9978,3.32,0.61,9.6,5.0
404,7.0,0.49,0.17,1.8,0.0819999999999999,26.0,52.0,0.9964,3.56,0.59,9.4,5.0
405,11.6,0.37,0.23,2.2,0.08,15.0,58.0,0.9976,3.44,0.59,10.9,8.0
406,9.9,0.4,0.51,5.4,0.079,15.0,28.0,0.99374,3.31,0.7,9.3,5.0
407,8.4,0.6,0.21,2.7,0.081,26.0,42.0,0.9982,3.4,0.45,10.2,5.0
408,7.2,0.725,0.05,1.8,0.077,35.0,141.0,0.9968,3.3,0.55,9.8,5.0
409,7.1,1.33,0.0,1.4,0.084,6.0,23.0,0.9958,3.3,0.67,9.3,7.0
410,6.8,0.4,0.39,1.8,0.066,3.0,12.0,0.9973,3.26,0.54,9.4,5.0
411,7.3,0.52,0.04,2.2,0.08,23.0,60.0,0.9968,3.44,0.65,9.0,5.0
412,8.7,0.56,0.17,2.4,0.08,18.0,44.0,0.99572,3.32,0.59,10.5,6.0
413,10.3,0.31,0.49,2.0,0.081,4.0,15.0,1.0004,3.16,1.17,10.5,6.0
414,6.5,0.28,0.32,2.0,0.077,12.0,86.0,0.9959,3.44,0.68,9.7,6.0
415,7.8,0.46,0.26,3.6,0.066,29.0,53.0,0.99586,3.15,0.54,9.9,5.0
416,7.8,0.56,0.1,2.1,0.076,15.0,28.0,0.9968,3.38,0.6,9.0,6.0
417,7.2,0.67,0.0,2.2,0.092,6.0,17.0,0.9973,3.51,0.64,9.7,6.0
418,8.7,0.69,0.41,1.9,0.074,18.0,38.0,0.9966,3.13,0.54,9.6,6.0
419,8.6,0.46,0.26,2.3,0.0819999999999999,28.0,85.0,0.99774,3.4,0.54,9.8,5.0
420,8.1,0.31,0.45,2.6,0.079,6.0,21.0,0.9994,3.23,0.72,10.9,6.0
421,7.4,0.735,0.27,2.5,0.078,21.0,65.0,0.9973,3.26,0.56,9.2,5.0
422,7.2,0.53,0.0,1.9,0.072,9.0,47.0,0.9957,3.39,0.77,9.6,6.0
423,8.9,0.44,0.13,1.8,0.0819999999999999,12.0,24.0,0.997,3.38,0.57,9.8,6.0
424,6.6,0.6,0.21,2.2,0.078,23.0,45.0,0.99648,3.31,0.49,10.3,6.0
425,9.2,0.37,0.34,1.7,0.0969999999999999,5.0,27.0,0.997,3.22,0.53,9.8,5.0
426,9.1,0.28,0.24,2.4,0.0969999999999999,5.0,16.0,0.9965,3.21,0.58,9.3,7.0
427,5.0,0.28,0.36,2.0,0.0819999999999999,11.0,31.0,0.99704,3.35,0.48,10.4,5.0
428,7.5,0.57,0.01,2.1,0.059,7.0,16.0,0.99566,3.18,0.54,9.5,6.0
429,7.8,0.44,0.14,2.0,0.075,11.0,21.0,0.99672,3.31,0.68,9.8,5.0
430,7.6,0.56,0.14,1.8,0.074,6.0,12.0,0.9968,3.26,0.64,9.2,5.0
431,12.5,0.4,0.66,2.9,0.077,4.0,13.0,0.9978,3.14,0.62,9.7,6.0
432,9.6,0.31,0.34,2.4,0.064,18.0,110.0,0.9988,3.34,0.78,9.8,5.0
433,7.7,0.56,0.06,3.2,0.07,6.0,20.0,0.9965,3.37,0.52,9.0,5.0
434,7.3,0.685,0.0,2.1,0.065,19.0,53.0,0.99588,3.39,0.58,10.0,5.0
435,7.7,0.51,0.28,2.1,0.079,25.0,60.0,0.9986,3.15,0.45,9.5,6.0
436,7.2,0.965,0.03,1.6,0.074,7.0,14.0,0.9962,3.51,0.56,9.4,5.0
437,6.6,0.65,0.01,1.9,0.103,14.0,89.0,0.99656,3.4,0.67,9.4,5.0
438,10.1,0.24,0.44,2.1,0.0819999999999999,4.0,11.0,0.9969,3.2,0.44,11.7,7.0
439,7.5,0.32,0.21,1.8,0.079,6.0,23.0,0.99462,3.26,0.49,10.1,6.0
440,7.4,0.5,0.03,1.7,0.081,3.0,8.0,0.9967,3.34,0.44,10.9,5.0
441,7.1,0.61,0.0,2.3,0.081,7.0,40.0,0.99708,3.3,0.49,9.3,5.0
442,6.2,0.62,0.0,2.2,0.078,6.0,12.0,0.99444,3.3,0.52,11.0,7.0
443,12.6,0.46,0.4,3.0,0.08,9.0,19.0,0.998,3.3,0.7,9.3,5.0
444,8.4,0.62,0.19,1.9,0.081,18.0,72.0,0.99642,3.12,0.53,9.8,5.0
445,8.4,0.58,0.23,2.5,0.09,10.0,28.0,0.9962,3.12,0.51,10.5,6.0
446,8.3,0.42,0.4,3.1,0.066,10.0,45.0,0.9982,3.26,0.52,9.1,5.0
447,8.5,0.27,0.42,2.0,0.0819999999999999,6.0,13.0,0.9971,3.14,0.77,9.5,5.0
448,6.9,0.41,0.45,3.5,0.073,18.0,38.0,0.99603,3.38,0.91,10.9,6.0
449,7.0,0.35,0.3,2.6,0.062,6.0,15.0,0.99685,3.2,0.59,11.8,6.0
450,8.0,0.51,0.21,2.3,0.078,14.0,60.0,0.99652,3.27,0.57,10.0,6.0
451,8.3,0.42,0.24,2.1,0.066,15.0,25.0,0.9994,3.27,0.55,11.6,7.0
452,9.1,0.46,0.49,1.7,0.079,30.0,134.0,0.9976,3.21,0.6,9.5,5.0
453,6.4,0.51,0.26,2.4,0.088,7.0,34.0,0.99562,3.46,0.57,9.4,5.0
454,7.8,1.035,0.0,2.7,0.065,12.0,24.0,0.9972,3.51,0.52,9.5,5.0
455,6.7,0.62,0.17,2.4,0.086,27.0,60.0,0.9994,3.45,0.56,10.0,3.0
456,8.3,0.43,0.28,2.2,0.078,21.0,41.0,0.99656,3.36,0.61,10.0,6.0
457,6.6,0.54,0.02,2.0,0.068,7.0,17.0,0.9971,3.54,0.59,9.4,5.0
458,8.3,0.38,0.42,2.6,0.074,17.0,36.0,0.9964,3.31,0.49,11.2,7.0
459,7.1,0.69,0.0,2.6,0.0819999999999999,20.0,56.0,0.9962,3.32,0.73,12.6,7.0
460,7.3,0.43,0.31,2.3,0.074,19.0,58.0,0.9972,3.16,0.72,9.8,7.0
461,8.4,0.56,0.14,2.3,0.09,10.0,24.0,0.9976,3.15,0.57,9.4,5.0
462,7.0,0.765,0.06,1.8,0.071,5.0,14.0,0.9957,3.36,0.52,10.8,6.0
463,8.9,0.49,0.26,2.2,0.099,13.0,32.0,0.99528,3.3,0.62,11.3,6.0
464,7.6,0.56,0.14,1.8,0.071,12.0,31.0,0.9958,3.57,0.64,9.7,6.0
465,10.8,0.37,0.42,2.1,0.076,17.0,28.0,0.9974,3.3,0.72,11.9,7.0
466,9.9,0.35,0.45,1.8,0.076,6.0,14.0,0.9997,3.22,0.64,12.8,6.0
467,9.8,0.4,0.47,2.3,0.078,7.0,27.0,0.99734,3.1,0.64,10.2,6.0
468,10.8,0.19,0.51,2.2,0.078,24.0,46.0,0.99528,3.21,0.78,11.0,7.0
469,11.9,0.7,0.49,2.1,0.071,12.0,37.0,0.9984,3.21,0.53,9.3,5.0
470,11.6,0.33,0.53,2.3,0.074,9.0,22.0,0.99498,3.19,0.56,11.5,6.0
471,8.9,0.6,0.25,2.1,0.073,17.0,72.0,0.99748,3.19,0.57,9.6,6.0
472,7.5,0.885,0.03,2.2,0.07,5.0,13.0,0.99538,3.32,0.58,11.3,5.0
473,6.9,0.58,0.02,1.8,0.087,5.0,12.0,0.99652,3.46,0.58,9.5,5.0
474,7.7,0.695,0.15,2.2,0.091,9.0,27.0,0.9976,3.56,0.49,9.4,6.0
475,7.2,0.48,0.24,2.0,0.078,31.0,51.0,0.99702,3.14,0.74,11.0,6.0
476,7.2,0.67,0.03,1.9,0.081,12.0,23.0,0.9956,3.36,0.54,9.8,6.0
477,7.4,0.59,0.02,2.6,0.077,16.0,44.0,0.9955,3.37,0.52,9.5,5.0
478,7.1,0.5,0.32,2.2,0.078,19.0,37.0,0.99656,3.23,0.49,11.9,6.0
479,8.1,0.62,0.0,2.5,0.079,3.0,10.0,0.9968,3.41,0.49,11.5,6.0
480,8.5,0.38,0.45,2.8,0.061,15.0,37.0,0.9962,3.42,0.64,9.8,5.0
481,7.6,0.69,0.0,2.0,0.084,40.0,52.0,0.9976,3.56,0.58,9.8,5.0
482,9.2,0.39,0.49,2.5,0.086,16.0,119.0,0.9968,3.19,0.56,9.2,5.0
483,7.8,0.58,0.08,2.0,0.064,8.0,17.0,0.99552,3.56,0.7,10.3,6.0
484,6.8,0.55,0.26,2.1,0.091,9.0,21.0,0.99566,3.39,0.66,11.7,6.0
485,8.8,0.37,0.49,2.3,0.084,7.0,24.0,0.9976,3.1,0.59,10.3,6.0
486,10.0,0.49,0.44,2.5,0.073,6.0,20.0,0.99708,3.25,0.73,11.2,6.0
487,11.9,0.37,0.44,1.8,0.076,15.0,27.0,0.9972,3.3,0.61,11.7,7.0
488,7.3,0.36,0.24,2.0,0.076,8.0,25.0,0.99746,3.38,0.67,11.0,6.0
489,7.4,0.31,0.31,1.9,0.078,5.0,24.0,0.99652,3.47,0.79,9.4,6.0
490,7.5,0.43,0.28,1.9,0.069,15.0,40.0,0.9976,3.39,0.69,9.5,5.0
491,7.4,0.52,0.25,2.0,0.073,16.0,86.0,0.9988,3.43,0.54,9.4,6.0
492,9.2,0.38,0.48,2.2,0.073,12.0,88.0,0.9988,3.24,0.57,9.6,6.0
493,8.4,0.43,0.3,2.6,0.081,29.0,71.0,0.99712,3.47,0.65,9.0,6.0
494,7.6,0.7,0.01,1.8,0.054,27.0,35.0,0.9955,3.4,0.62,9.9,5.0
495,8.0,0.59,0.04,2.6,0.05,10.0,21.0,0.99538,3.38,0.78,11.5,7.0
496,11.7,0.27,0.66,2.1,0.067,12.0,44.0,0.9982,3.17,0.49,11.1,6.0
497,8.6,0.725,0.09,2.6,0.077,27.0,46.0,0.99708,3.3,0.57,9.4,5.0
498,8.0,0.43,0.26,2.2,0.076,20.0,47.0,0.9964,3.25,0.53,9.5,5.0
499,9.0,0.43,0.32,1.8,0.0969999999999999,11.0,47.0,0.9972,3.16,0.61,9.5,6.0
500,8.2,0.69,0.01,2.0,0.061,6.0,20.0,0.99616,3.33,0.55,9.9,5.0
501,7.5,0.39,0.31,2.6,0.083,4.0,6.0,0.9957,3.33,0.68,9.9,4.0
502,7.0,0.56,0.02,2.4,0.08,16.0,94.0,0.9971,3.41,0.65,9.4,5.0
503,6.9,0.41,0.23,2.1,0.0819999999999999,6.0,18.0,0.9976,3.31,0.69,10.9,5.0
504,8.7,0.46,0.45,1.9,0.078,12.0,25.0,0.9974,3.21,0.55,9.5,5.0
505,10.3,0.41,0.49,2.4,0.084,16.0,86.0,0.9974,3.07,0.77,9.5,5.0
506,6.8,0.38,0.49,2.3,0.104,19.0,50.0,0.99314,3.21,0.63,11.9,5.0
507,6.5,0.65,0.03,2.3,0.076,13.0,31.0,0.99585,3.6,0.54,11.9,6.0
508,8.3,0.57,0.22,1.9,0.089,16.0,65.0,0.99512,3.32,0.5,9.5,5.0
509,7.0,0.57,0.03,2.1,0.067,9.0,23.0,0.99642,3.24,0.53,10.8,6.0
510,7.3,0.62,0.0,2.1,0.064,26.0,45.0,0.99448,3.36,0.58,11.0,7.0
511,7.4,0.46,0.24,2.1,0.081,4.0,10.0,0.9972,3.38,0.64,9.8,6.0
512,10.2,0.28,0.46,1.8,0.091,18.0,46.0,0.99584,3.31,0.68,9.5,5.0
513,8.0,0.67,0.01,2.2,0.104,11.0,24.0,0.9962,3.45,0.56,9.7,5.0
514,10.0,0.64,0.09,2.6,0.089,19.0,62.0,0.9962,3.31,0.54,10.9,6.0
515,6.8,0.64,0.21,6.3,0.079,26.0,64.0,0.99718,3.42,0.49,10.0,5.0
516,8.0,0.59,0.15,2.0,0.092,26.0,58.0,0.9962,3.27,0.57,9.4,5.0
517,8.8,0.28,0.44,1.7,0.067,6.0,15.0,0.9976,3.29,0.79,9.4,5.0
518,8.7,0.38,0.49,2.3,0.068,8.0,16.0,0.99588,3.16,0.53,9.5,6.0
519,7.4,0.58,0.03,2.1,0.062,6.0,20.0,0.9959,3.47,0.73,9.4,6.0
520,7.5,0.6,0.01,2.1,0.066,14.0,28.0,0.99636,3.53,0.5,9.4,5.0
521,9.1,0.48,0.34,2.0,0.08,11.0,46.0,0.9978,3.2,0.8,11.8,6.0
522,8.8,0.39,0.4,2.0,0.086,10.0,47.0,0.9972,3.39,0.54,9.7,5.0
523,6.3,1.33,0.0,1.5,0.077,32.0,48.0,0.9978,3.39,0.63,9.0,5.0
524,10.8,0.43,0.63,2.6,0.077,17.0,40.0,1.0004,3.07,0.59,11.2,7.0
525,7.9,0.5,0.05,2.6,0.081,5.0,16.0,0.9971,3.34,0.48,9.5,5.0
526,7.9,0.55,0.08,2.5,0.0819999999999999,27.0,44.0,0.9963,3.56,0.59,9.8,5.0
527,12.5,0.39,0.49,2.3,0.074,6.0,31.0,1.0014,3.2,0.65,9.2,5.0
528,8.4,0.52,0.31,2.1,0.073,13.0,29.0,0.996,3.2,1.17,9.8,6.0
529,9.2,0.35,0.24,2.5,0.086,5.0,14.0,0.9984,3.2,0.66,10.5,5.0
530,7.2,0.28,0.48,1.9,0.063,24.0,94.0,0.9973,3.46,0.61,9.8,6.0
531,6.7,0.735,0.0,1.9,0.066,7.0,19.0,0.99572,3.57,0.57,10.4,6.0
532,9.1,0.685,0.1,2.6,0.0819999999999999,18.0,72.0,0.99693,3.34,0.62,9.8,6.0
533,8.3,0.56,0.49,3.4,0.094,6.0,20.0,0.9971,3.27,0.62,9.4,5.0
534,7.8,0.36,0.46,1.9,0.048,26.0,64.0,0.99584,3.36,0.56,9.3,5.0
535,7.1,0.69,0.0,2.6,0.096,6.0,15.0,0.9956,3.38,0.78,9.5,5.0
536,7.6,0.735,0.0,1.8,0.087,13.0,28.0,0.9994,3.25,0.53,11.0,7.0
537,7.1,0.715,0.0,2.2,0.118,12.0,46.0,0.99713,3.34,0.62,9.8,6.0
538,8.8,0.58,0.25,1.8,0.067,10.0,42.0,0.9962,3.16,0.62,10.0,5.0
